minimum	We need a minimum of five.
visual	The visual effects were amazing.
host	Our host welcomed us warmly.
variety	The store sells a variety of fruits.
block	There is a block in the road.
repair	They will repair the car tomorrow.
fair	The price seems fair to me.
civil	They had a civil conversation.
steel	The bridge is made of steel.
understanding	She showed great understanding of the issue.
fixed	The date is fixed for Friday.
wrong	I gave the wrong answer on the test.
beginning	The beginning of the movie was slow.
finally	We finally reached the top of the hill.
sector	She works in the technology sector.
capacity	The stadium has a capacity of fifty thousand.
fat	The cat is getting fat from too many treats.
fully	I fully understand your problem now.
father	My father cooks dinner on Sundays.
electric	The electric car is very quiet.
officer	The officer helped us cross the street.
driver	The bus driver waited for the old man.
dead	The phone battery is completely dead.
respect	You should respect your elders.
unknown	The cause of the fire remains unknown.
restaurant	We ate at a new restaurant last night.
trip	Our trip to the beach took two hours.
worth	This old book is worth a lot of money.
poor	The poor family received food donations.
teacher	The teacher explained the math problem clearly.
relationship	Their relationship grew stronger over time.
farm	The farm has many cows and chickens.
peace	We all want peace in the world.
traditional	They wore traditional clothes for the festival.
campus	The campus is quiet on Sundays.
creative	She has a creative way of drawing.
coast	We drove along the coast yesterday.
benefit	Exercise has many health benefits.
progress	He made good progress in math.
funding	The school needs more funding for books.
lord	The lord owned a large castle.
grant	The city will grant us a permit.
agree	I agree with your idea.
fiction	She loves reading science fiction.
hear	Can you hear the birds singing?
sometimes	Sometimes I walk to work.
beyond	The town is just beyond the hill.
museum	The museum opens at nine.
themselves	They built the house themselves.
fan	The fan keeps the room cool.
transport	Public transport is cheap here.
interesting	That book has an interesting plot twist.
wife	My wife cooks dinner on Sundays.
former	He met his former teacher at the mall.
ten	She bought ten apples at the store.
zone	This area is a no-parking zone.
complex	The math problem is very complex.
cat	The cat slept on the warm sofa.
die	Plants die without enough water.
flat	Our apartment is on a flat street.
flow	The river’s flow is fast today.
literature	We read classic literature in class.
parent	Each parent signed the permission form.
setting	The story’s setting is a small town.
scale	The scale showed my weight this morning.
stand	Please stand behind the yellow line.
economy	The country’s economy is growing slowly.
helpful	Your advice was very helpful to me.
critical	Water is critical for all life.
frame	She put the photo in a wooden frame.
musical	The musical was full of catchy songs.
secretary	The secretary scheduled the meeting for Monday.
path	We followed the path through the forest.
employee	Every employee received a bonus today.
chief	The chief gave a short speech.
bottom	The keys are at the bottom of the bag.
detail	Please explain every detail of the plan.
pet	My pet rabbit loves carrots.
begin	Let’s begin the lesson now.
royal	The royal family visited the city.
clean	Please clean your room before dinner.
switch	Can you switch seats with me?
guy	That guy helped me carry the boxes.
relevant	Your question is not relevant to the topic.
justice	The court works for justice.
connect	This road will connect the two towns.
cup	She poured tea into a cup.
demand	The workers made a demand for higher pay.
square	They sat on a bench in the square.
attention	The teacher asked for our attention.
advance	She made an advance in her career.
diet	A healthy diet keeps you strong.
army	The army marched through the town.
difference	The difference between them is small.
correct	Please correct the spelling error.
nation	Our nation celebrates its birthday.
piece	I ate a piece of cake.
sheet	He wrote on a clean sheet.
firm	The firm hired new workers.
seven	There are seven days in a week.
species	This species lives in the ocean.
jump	The cat can jump very high.
resort	They stayed at a beach resort.
facility	The gym is a new facility.
minister	The minister gave a speech.
fashion	She loves the latest fashion.
monitor	The teacher will monitor the test.
forest	We walked through the dark forest.
whose	Whose book is on the table?
couple	A couple sat by the window.
chance	Give me a chance to explain.
vision	Her vision for the future is clear.
ball	He threw the ball to me.
ending	The movie had a happy ending.
listen	Please listen to my advice.
discuss	We need to discuss the plan.
accept	I accept your apology.
goal	My goal is to run a marathon.
successful	She is a successful doctor.
wind	The wind blew the papers away.
situation	This situation is getting stressful.
highly	I highly recommend this book.
appear	Stars appear at night.
emergency	Call for an emergency.
currency	The dollar is strong currency.
leather	She bought a leather jacket.
determine	We must determine the cause.
temperature	The temperature dropped suddenly.
patient	The patient is resting now.
actual	The actual cost was higher.
historical	This book covers historical events from the 1800s.
stone	She skipped a stone across the lake.
perhaps	Perhaps we can meet tomorrow instead.
difficult	The math test was very difficult.
scientific	They used a scientific method for the experiment.
satellite	The satellite orbits the Earth every hour.
fit	These shoes fit me perfectly.
village	The village has only one small shop.
pain	He felt a sharp pain in his back.
particularly	I particularly enjoy reading mystery novels.
coffee	She drinks coffee every morning.
cultural	The festival is a cultural celebration.
easily	He easily solved the puzzle.
poster	She hung a poster on her wall.
edge	The cat sat on the edge of the table.
root	The root of the plant is deep.
closed	The store is closed on Sundays.
ice	Please put some ice in my drink.
pink	She wore a pink dress to the party.
balance	Try to balance on one foot.
graduate	She will graduate in May.
shot	He took a shot at the goal.
architecture	The architecture of the building is modern.
initial	Her initial reaction was surprise.
label	Read the label before eating.
thinking	I am thinking about dinner.
recommend	I recommend this book to you.
league	Our team leads the league.
waste	Don’t waste your time.
minute	Wait a minute, please.
bus	The bus arrives at noon.
dictionary	I found the word in a dictionary.
cold	The soup is too cold.
chair	Please pull up a chair.
fishing	We went fishing at the lake.
effort	Her effort was truly impressive.
phase	This phase will last two weeks.
bag	Put the apples in a bag.
motor	The motor makes a loud noise.
professor	The professor explained the theory.
context	Please explain the context of your question.
install	I need to install the new software today.
shirt	He wore a blue shirt to work.
generally	I generally wake up early.
foot	She hurt her foot while running.
mass	The mass of the rock is huge.
crime	Stealing is a serious crime.
count	Can you count the apples?
breast	The bird has a white breast.
quickly	She finished her homework quickly.
religion	Religion is important to many people.
claim	He made a false claim about the product.
driving	Driving at night can be dangerous.
permission	You need permission to enter this area.
surgery	The surgery took three hours.
heat	The heat from the sun is strong.
wild	Wild animals live in the forest.
generation	The younger generation loves technology.
miss	I miss my old friends.
chemical	This chemical is safe to use.
doctor	The doctor will see you now.
task	She finished the task quickly.
reduce	We need to reduce our costs.
himself	He built the shelf himself.
nor	I don’t like tea nor coffee.
component	This part is a key component.
enable	New tools enable faster work.
exercise	Daily exercise keeps you healthy.
guarantee	I guarantee you will pass.
leader	She is a strong team leader.
diamond	The ring has a small diamond.
soft	The cat’s fur is very soft.
alone	He ate dinner alone last night.
flight	Our flight leaves at noon.
congress	Congress passed a new law.
fuel	The truck needs more fuel.
walk	We walk to school together.
wait	Please wait for me here.
pocket	He keeps keys in his pocket.
freedom	Freedom is a basic right.
argument	That argument made no sense to me.
competition	The competition starts at noon tomorrow.
fresh	I bought fresh bread this morning.
attorney	The attorney reviewed the contract carefully.
factor	Cost is a major factor in our decision.
stream	We sat by the stream all afternoon.
pick	Please pick a card from the deck.
hearing	The hearing is scheduled for Monday.
eastern	The eastern sky turned orange at dawn.
therapy	She goes to therapy every week.
upper	He lives on the upper floor.
serious	This is a serious problem.
prime	Prime numbers are fun to study.
limit	There is a limit to how much I can eat.
quantity	The quantity of sugar is too high.
urban	Urban life can be very busy.
essential	Water is essential for life.
myself	I made this cake myself.
platform	The train leaves from platform two.
load	Please load the boxes into the truck.
labor	The workers stopped labor after the bell rang.
immediately	She called him immediately after the news.
defense	The team’s defense blocked the final shot.
heavy	The box was too heavy to lift alone.
covered	Snow covered the entire front yard.
expert	She is an expert in ancient history.
protect	Wear a helmet to protect your head.
drop	Please drop the keys on the table.
solid	The ice on the lake is solid today.
presentation	His presentation lasted twenty minutes.
orange	She ate an orange for breakfast.
prevent	Seatbelts help prevent serious injuries.
theme	The party’s theme was outer space.
rich	The cake is rich with chocolate.
campaign	The campaign for mayor starts next week.
improvement	Your writing shows clear improvement this month.
guitar	He plays guitar every evening.
finding	The finding surprised all the researchers.
spirit	Her spirit stayed strong despite the loss.
challenge	This puzzle is a real challenge for me.
seem	They seem happy today.
touch	Please touch the soft fabric.
intended	This gift was intended for you.
hire	We need to hire a new driver.
election	The election is next Tuesday.
suggest	I suggest we leave early.
branch	The bird sat on a branch.
serve	She will serve dinner at six.
magic	The magic trick amazed everyone.
mount	He will mount the horse.
smart	She is a smart student.
avoid	Try to avoid the busy road.
manage	Can you manage this project?
corner	The cat hid in the corner.
rank	He holds the top rank.
element	Water is a key element.
birth	The birth of the baby was quick.
virus	The virus spread fast.
separate	Please separate the white clothes.
quarter	The game starts in a quarter hour.
procedure	Follow the safety procedure before starting.
leadership	She showed strong leadership during the crisis.
define	Can you define this term for me?
racing	The horses were racing down the track.
religious	They attend religious services every Sunday.
breakfast	I eat breakfast at seven.
column	Read the third column of numbers.
faith	Her faith gave her strength.
chain	The dog pulled on its chain.
identify	Please identify the main problem.
missing	My keys are missing again.
approximately	The trip takes approximately two hours.
domestic	Domestic cats love to sleep.
reach	Can you reach the top shelf?
comparison	The comparison shows a clear difference.
mental	He made a mental note.
moment	Wait a moment, please.
sequence	Follow the correct sequence of steps.
inch	Move the table one inch left.
attack	The dog may attack if scared.
sorry	I am sorry for being late.
opening	The opening of the store is at nine.
damage	The storm caused serious damage to the roof.
lab	We met in the science lab after class.
reserve	Please reserve a table for two.
plastic	This bottle is made of plastic.
produce	The farm sells fresh produce every morning.
snow	The kids love to play in the snow.
truth	She always tells the truth.
failure	His first attempt was a failure.
weekend	We are going camping this weekend.
dollar	The ticket costs one dollar.
camp	They set up camp near the lake.
automatically	The door opens automatically.
bridge	We walked across the old bridge.
native	She is a native speaker of French.
fill	Please fill the glass with water.
movement	The dance movement was very smooth.
printing	The printing of the book took two weeks.
baseball	He plays baseball on Saturdays.
approval	She nodded in approval.
draft	He made a draft of the letter.
chart	The chart shows our progress.
equal	Both teams are equal in skill.
adventure	Our trip was a big adventure.
matching	She wore matching socks.
profit	The store made a small profit.
assistant	My assistant booked the meeting.
advertisement	The advertisement ran on TV.
expect	I expect rain this evening.
parking	Parking is free here.
yesterday	We visited them yesterday.
determined	She was determined to finish.
completely	He completely forgot the time.
senate	The senate voted on the bill.
funny	That joke was really funny.
brother	My brother plays guitar.
electrical	The electrical wire is old.
pattern	The shirt has a floral pattern.
boat	We took a boat to the island.
sponsor	My company will sponsor the local marathon.
classical	She enjoys classical music from the 1800s.
direction	We walked in the wrong direction for an hour.
basketball	He plays basketball every Saturday morning.
evening	We watched the sunset in the evening.
nuclear	Nuclear power plants produce a lot of energy.
mouse	The mouse ran under the kitchen table.
signal	The red light is a signal to stop.
criminal	The criminal was arrested by the police.
brain	The brain controls all body functions.
sexual	The book discusses sexual health clearly.
powerful	That engine is very powerful for its size.
dream	I had a strange dream last night.
false	Her statement was completely false.
cast	The doctor put a cast on my arm.
flower	This flower blooms only in spring.
soul	Music touches my soul deeply.
promote	The company will promote healthy habits.
carry	Please carry this box upstairs.
flag	The flag waved in the strong wind.
advantage	She has the advantage in this game.
hello	Hello, it is nice to meet you.
maintain	Please maintain a steady speed.
tourism	Tourism brings money to the town.
priority	Safety is our top priority.
brief	The meeting will be brief.
eight	There are eight apples on the table.
iron	I need to iron my shirt.
straight	Draw a straight line here.
script	The actor forgot his script.
prepared	She prepared dinner early.
interview	He has a job interview today.
mix	Mix the flour and water.
disk	The old disk has photos.
queen	The queen waved to the crowd.
clearly	Please speak clearly on the phone.
fix	Can you fix my bike?
handle	The door handle is broken.
sweet	This cake tastes very sweet.
desk	My books are on the desk.
associate	I associate this song with summer.
truck	The truck carried fresh apples.
behavior	His behavior surprised the teacher.
frequently	She frequently visits her grandmother.
measure	Please measure the table’s width.
duty	It is my duty to help.
bear	I cannot bear the loud noise.
gain	You will gain skill with practice.
festival	The festival starts on Friday.
laboratory	The laboratory tests water samples.
ocean	The ocean is deep and blue.
lack	We lack enough chairs for everyone.
depth	The depth of the pool is six feet.
whatever	Whatever you choose, I support you.
laptop	My laptop battery died quickly.
train	We train every morning before work.
exactly	That is exactly what I meant.
dry	The clothes will dry in the sun.
explore	Let’s explore the old forest.
concept	The concept is simple to understand.
nearly	I nearly missed the bus this morning.
reality	The movie felt more like reality than fiction.
origin	The origin of this river is high in the mountains.
billion	The company is worth over a billion dollars.
destination	Our destination is a small beach town.
intelligence	Her intelligence impressed everyone in the room.
route	We took the scenic route home.
broken	The old chair has a broken leg.
blow	A strong blow knocked the door open.
battle	The soldiers prepared for a long battle.
speak	Please speak slowly so I can understand.
expression	His face showed a surprised expression.
speech	Her speech was short but powerful.
wire	The electric wire needs to be replaced.
rural	They live in a quiet rural area.
tape	I used tape to fix the paper.
judge	The judge will decide the case tomorrow.
cent	This candy costs only one cent.
fight	They had a fight over the last cookie.
apartment	She rents a small apartment downtown.
height	The tree reached a great height.
zero	The temperature dropped to zero.
speaker	The speaker talked for an hour.
obtain	You can obtain a ticket online.
designer	The designer showed a new dress.
remain	Please remain in your seats.
marriage	Their marriage lasted fifty years.
roll	Please roll the ball to me.
secret	She told me a secret.
bath	The dog needs a bath.
negative	He gave a negative answer.
theater	We went to the theater last night.
perform	The band will perform tonight.
healthy	Eating vegetables keeps you healthy.
translation	The translation was very accurate.
injury	He missed the game due to injury.
lawyer	The lawyer read the contract.
married	They got married in June.
proposal	She accepted his proposal.
birthday	Today is my birthday.
fail	I might fail the test if I don't study.
toward	She walked toward the door.
slightly	The soup is slightly too salty.
assist	Can you assist me with this box?
conduct	The teacher will conduct the experiment.
jazz	We listened to jazz at the café.
wear	I wear a jacket in winter.
representative	Our representative will speak at the meeting.
frequency	The frequency of the sound is high.
minor	He has a minor cut on his finger.
finish	Please finish your homework first.
mom	My mom makes great pancakes.
physics	Physics is my favorite subject.
rare	That bird is very rare to see.
extreme	The heat is extreme today.
row	We sat in the front row.
cycle	I cycle to work every day.
contain	This box contains old photos.
rise	The sun will rise at six.
sleep	I need eight hours of sleep.
bird	The bird sang outside my window.
creation	The creation of this cake took hours.
scene	The first scene of the movie was dark.
lady	That lady works at the bank.
famous	He is a famous singer in our town.
writer	The writer finished her novel today.
chairman	The chairman called the meeting to order.
violence	The movie had too much violence.
drink	I drink water every morning.
eat	We eat dinner at six.
permanent	This marker is permanent on paper.
practical	She gave me a practical gift.
seat	Please take a seat by the door.
originally	Originally, we planned to walk.
philosophy	His philosophy is simple and kind.
regulation	The new regulation limits parking hours.
reduction	The store announced a price reduction.
aim	My aim is to finish early.
recording	The recording of the song is clear.
junior	My junior brother is ten.
meaning	The word has a deeper meaning.
tip	He left a tip on the table.
secondary	That issue is secondary right now.
wonderful	The weather was wonderful today.
mine	This book is mine.
ticket	I bought a train ticket.
guess	Can you guess my age?
whom	Whom did you call?
ski	We ski every winter.
soccer	Soccer is my favorite sport.
math	Math class starts at nine.
import	They import coffee from Brazil.
presence	Her presence calmed everyone.
automatic	The door is automatic.
majority	The majority voted yes.
connected	My phone is connected to Wi‑Fi.
ahead	The store is ahead.
moon	The moon is bright tonight.
fly	Birds fly south in fall.
manner	She spoke in a polite manner.
combination	This combination of colors looks great together.
despite	Despite the rain, we went for a walk.
strength	She showed great strength during the test.
proper	Please use the proper tool for this job.
fear	His fear of spiders is very strong.
principal	The principal announced a new school rule.
daughter	Their daughter loves to draw animals.
comfort	This chair offers real comfort after a long day.
appeal	The idea has a strong appeal to kids.
previously	I previously worked at a bank.
hey	Hey, can you help me move this box?
beat	We beat the other team by two points.
household	Our household recycles every week.
smoking	Smoking is not allowed in this building.
arms	He carried the baby in his arms.
tea	Would you like some hot tea?
achieve	You can achieve your goal with practice.
dress	She wore a red dress to the party.
contemporary	This museum shows contemporary art.
sky	The sky turned orange at sunset.
happen	What will happen if it rains?
hide	The cat likes to hide under the bed.
refer	Please refer to the map for directions.
outdoors	We ate lunch outdoors today.
clothes	She bought new clothes for work.
luxury	That hotel is a real luxury.
certainly	I will certainly call you later.
indeed	It is indeed a hot day.
newspaper	He reads the newspaper every morning.
toy	The child played with a red toy.
layer	Add a layer of cheese on top.
slow	The turtle is very slow.
nine	There are nine apples on the table.
mostly	The sky is mostly clear tonight.
spot	I found a spot on my shirt.
spend	We spend too much time online.
factory	The factory makes shoes.
grow	Plants grow with water and sun.
relative	My relative lives in Canada.
amazing	The view from here is amazing.
clock	The clock on the wall stopped at noon.
identity	She kept her identity a secret.
feeling	A warm feeling spread through me.
reasonable	That price seems reasonable to me.
relief	The news brought great relief.
influence	Parents have a strong influence on kids.
importance	He stressed the importance of honesty.
rain	The rain lasted all afternoon.
onto	The cat jumped onto the table.
planet	Earth is our only planet.
recipe	This recipe needs three eggs.
permit	They won’t permit dogs inside.
proof	His smile was proof enough.
tennis	We play tennis every Saturday.
bedroom	Her bedroom is painted blue.
empty	The bottle was completely empty.
instance	In this instance, I agree.
hole	There’s a hole in my sock.
ride	Can you give me a ride?
specifically	I asked specifically for no onions.
represent	This symbol represents peace.
pair	I need a pair of socks.
ideal	This is an ideal spot for a picnic.
dinner	We had pasta for dinner.
stress	Too much work causes stress.
cream	Add some cream to your coffee.
yeah	Yeah, I agree with you.
discover	Scientists discover new species.
fourth	She finished in fourth place.
evil	The villain had an evil plan.
aware	Are you aware of the rules?
shape	The cloud has a strange shape.
concerned	I am concerned about your health.
euro	The ticket costs ten euros.
cap	He wore a blue cap.
mixed	The salad has mixed vegetables.
competitive	The job market is very competitive.
exist	Do unicorns really exist?
wheel	The wheel fell off the bike.
salt	Please pass the salt.
poetry	She writes poetry every morning.
bell	The bell rings at noon.
preparation	Her preparation for the test was thorough.
attempt	He made one attempt to climb the wall.
noise	The noise from the street kept me awake.
forget	Don't forget your umbrella.
accurate	The map is accurate and easy to read.
climate	The climate here is warm and dry.
pin	She used a pin to hold the cloth.
alcohol	He avoids alcohol at parties.
instruction	Follow the instruction on the box.
sister	My sister lives in Chicago.
raw	The fish is raw and fresh.
explain	Can you explain this rule to me?
establish	They plan to establish a new school.
extent	I don't know the extent of the damage.
sharp	This knife is very sharp.
paragraph	Write one paragraph about your day.
kill	The farmer had to kill the sick chicken.
mathematics	Mathematics is my favorite subject.
export	The company will export cars to Europe.
aircraft	The aircraft landed safely in the storm.
conflict	Their conflict over money lasted years.
employer	My employer gave me a day off.
occur	Accidents can occur in any workplace.
percentage	A high percentage of students passed.
describe	Can you describe the man you saw?
concern	Her main concern is the cost.
immediate	We need an immediate answer now.
trouble	He got into trouble at school.
spread	She spread butter on the bread.
coach	The coach shouted at the players.
expand	We plan to expand the business.
audience	The audience clapped loudly.
participate	Please participate in the discussion.
specialist	The specialist repaired the engine.
cook	I cook dinner every night.
affect	Lack of sleep can affect your mood.
experienced	She is an experienced nurse.
investigation	The police opened an investigation.
hat	He wore a hat to block the sun.
institution	The bank is a trusted institution.
bike	She rides her bike to work.
totally	I totally forgot the meeting.
plate	The plate is full of food.
indicate	The arrow indicates the way.
lose	Don't lose your keys again.
seek	We seek a quiet place to rest.
extremely	It is extremely hot today.
chemistry	Their chemistry is very strong.
neighborhood	Our neighborhood has a park.
agenda	The agenda starts at nine.
anyway	I went anyway despite the rain.
prince	The prince waved to the crowd.
circle	Draw a circle on the paper.
soil	The soil is rich and dark.
anywhere	You can sit anywhere you like.
psychology	She studies psychology at college.
wet	The grass is wet with dew.
wildlife	The wildlife here is amazing.
cooking	She is cooking dinner for us.
respond	Please respond to my question.
plain	She wore a plain blue dress.
exit	Use the exit at the back.
arm	He hurt his arm playing ball.
launch	They will launch the new rocket.
wave	She gave a small wave hello.
holy	This is a holy place.
symbol	The dove is a symbol of peace.
highway	The highway is busy today.
celebrity	That celebrity signed my shirt.
bond	They share a strong bond.
chocolate	I love dark chocolate.
cotton	This shirt is made of cotton.
requirement	Passing the test is a requirement.
biology	Biology is my favorite class.
border	We crossed the border at noon.
ancient	We saw ancient ruins in Rome.
debate	They had a debate about taxes.
leisure	I read books in my leisure time.
historic	This is a historic moment for our town.
husband	My husband cooks dinner on Fridays.
crazy	That roller coaster was crazy fun.
concert	We went to a concert last night.
comedy	The comedy show made everyone laugh.
efficient	She is very efficient at her job.
commitment	He made a commitment to exercise daily.
constant	The baby needs constant attention.
mouth	Open your mouth for the dentist.
meter	The parking meter ran out of time.
gun	The police officer carried a gun.
reflect	Mirrors reflect light perfectly.
pure	This water is pure and clean.
deliver	They will deliver the package tomorrow.
wonder	I wonder where she went.
hell	The traffic was pure hell today.
fruit	An apple is my favorite fruit.
qualified	She is qualified for the job.
discovery	The discovery changed science forever.
draw	Can you draw a cat for me?
assume	I assume you already finished the report.
confidence	She spoke with confidence during the interview.
confirm	Please confirm your flight time by email.
warm	The soup is still warm.
neither	Neither answer seems correct to me.
engineer	My uncle works as an engineer.
lifestyle	Traveling is part of her lifestyle.
consistent	His work is consistent and reliable.
replace	We need to replace the broken chair.
objective	The main objective is to reduce costs.
sugar	I take my coffee without sugar.
crew	The flight crew helped the passengers.
stick	Use this stick to stir the paint.
relation	The relation between them improved.
genre	This book is my favorite genre.
slide	The children slide down the hill.
volunteer	She will volunteer at the shelter.
enhance	Good lighting can enhance the room.
exact	Please give me the exact time.
formal	The event requires formal clothing.
contribute	Please contribute a few dollars to the fund.
lock	Don't forget to lock the door tonight.
hockey	We watched a hockey game on Saturday.
storm	The storm knocked down several trees.
mile	She ran a mile every morning.
bowl	He ate a bowl of soup.
tank	The fish tank needs cleaning.
estimate	Can you estimate the total cost?
encourage	Parents should encourage their children to read.
kid	The kid laughed at the clown.
cancel	We had to cancel our flight.
paint	She will paint the wall blue.
delay	The train will delay our arrival.
pilot	The pilot landed the plane safely.
continuous	The machine makes a continuous noise.
initiative	She showed great initiative at work.
novel	He wrote a novel about space.
pan	Heat the pan before adding oil.
winner	The winner received a gold medal.
episode	That episode was very exciting.
examination	The doctor did a full examination of my knee.
dish	She washed the last dish after dinner.
modify	We need to modify the plan for tomorrow.
truly	I truly believe you can win.
painting	That painting hangs in the museum.
universe	The universe is full of stars.
candidate	She is a strong candidate for the job.
perspective	His perspective on life changed.
mirror	He looked in the mirror and smiled.
consideration	Please give my idea some consideration.
gray	The sky turned gray before rain.
broad	The river is broad here.
hate	I hate waiting in long lines.
liquid	Water is a clear liquid.
rice	We eat rice with chicken.
salary	Her salary is paid monthly.
reservation	I made a reservation for two.
guard	The guard opened the gate.
properly	Bolt the shelf properly.
saving	Saving money takes patience.
twenty	I counted twenty apples in the basket.
raise	Please raise your hand if you know the answer.
prepare	I need to prepare dinner before six.
illegal	It is illegal to park here.
vary	Prices vary from store to store.
tomorrow	We will see them tomorrow morning.
milk	She poured milk into her coffee.
decide	You must decide which movie to watch.
drama	The play was full of drama.
downtown	We walked downtown to find a cafe.
keyboard	My keyboard has a broken spacebar.
contest	She won the singing contest last night.
boot	He wore one black boot and one brown.
suitable	This coat is suitable for cold weather.
absolutely	I absolutely love this song.
lunch	We had soup for lunch today.
push	Do not push the door; pull it.
muscle	He felt a pull in his leg muscle.
typical	That is a typical Monday morning.
tower	The tower stands over the old city.
yours	This book is yours now.
sum	The sum of 2 and 3 is 5.
significantly	The price dropped significantly this week.
chicken	We ate chicken for dinner.
temporary	This is a temporary parking pass.
attend	I will attend the meeting tomorrow.
shower	She took a hot shower.
tonight	Let’s watch a movie tonight.
dear	My dear friend called me.
shell	The turtle hid in its shell.
governor	The governor signed the new law.
beer	He ordered a cold beer.
contribution	Her contribution helped the team win.
measurement	The measurement of the table is exact.
swimming	Swimming is good exercise.
solar	Solar panels power the house.
catch	Can you catch the ball?
reliable	He is a reliable worker.
sir	Yes, sir, I understand.
doubt	I doubt it will rain today.
earn	She wants to earn more money this year.
unable	He was unable to open the jar.
classroom	The classroom was quiet during the test.
visitor	The visitor left a note on the desk.
twin	My twin sister loves the same music.
drawing	Her drawing of a cat won first prize.
fighting	The two dogs were fighting over a bone.
transition	The transition from school to work is hard.
instrument	The piano is a beautiful instrument.
split	We split the pizza into eight slices.
heaven	The sky looked like heaven at sunset.
pregnant	She is pregnant with her first child.
twice	I called you twice this morning.
normally	I normally walk to work.
spiritual	He finds the forest a spiritual place.
hunting	They went hunting for deer last weekend.
suit	This suit fits you perfectly.
shift	I work the night shift on Fridays.
chip	A potato chip fell on the floor.
sit	Please sit next to me.
wow	Wow, that sunset is beautiful.
flexible	My schedule is flexible this week.
numerous	She has numerous friends at school.
relatively	The test was relatively easy.
cartoon	The kids watched a funny cartoon.
spending	I am spending too much money.
comfortable	This chair is very comfortable.
effectively	She communicated effectively with the team.
crisis	The company faced a financial crisis.
massive	They built a massive new stadium.
bright	The room is bright in the morning.
treat	Let's treat ourselves to ice cream.
poverty	Many people live in poverty.
piano	He plays the piano every day.
revolution	The revolution changed the country.
mystery	The old house holds a great mystery.
landscape	The landscape was full of green hills.
journey	Our journey took six hours.
teach	Can you teach me to swim?
rapid	The river has a rapid current.
pull	Pull the door gently.
sensitive	Her skin is very sensitive.
technique	This technique works well for baking.
calculate	Can you calculate the total cost?
broadcast	They will broadcast the game live.
anniversary	We celebrated our tenth anniversary.
accident	He had a small car accident.
resident	The resident helped us find the park.
plot	The movie’s plot was surprising.
possibly	It could possibly rain tonight.
airline	The airline canceled our flight.
typically	She typically eats lunch at noon.
regard	Please regard this as a warning.
smooth	The table feels very smooth.
strike	The workers decided to strike.
narrow	The path is too narrow for a truck.
afternoon	We met in the afternoon.
threat	The storm is a serious threat.
willing	She is willing to help us.
exam	The final exam is next week.
hundred	She saved a hundred dollars this month.
strange	That noise sounds strange at night.
mention	Please mention my name to the boss.
operate	He learned to operate the new machine.
bathroom	The bathroom is down the hall.
stable	The horse is calm and stable.
lesson	Today’s lesson was about fractions.
scan	Can you scan this document for me?
reaction	Her reaction to the news was calm.
blank	He stared at the blank page.
severe	The storm caused severe damage.
generate	Wind can generate electricity.
humor	His humor always makes me laugh.
successfully	She successfully finished the race.
tight	These shoes are too tight.
contrast	The contrast between colors is clear.
recommendation	My recommendation is to wait.
flying	The bird is flying high above.
organized	Her desk is very organized.
expensive	That watch is too expensive for me.
capture	The police tried to capture the thief.
plane	The plane flew over the ocean.
seed	She planted a seed in the garden.
desire	His desire for success was strong.
camping	We went camping near the lake.
eventually	Eventually, the rain stopped.
bottle	He drank from the water bottle.
rubber	The rubber band snapped easily.
conclusion	The conclusion of the story surprised me.
thousand	There were a thousand stars in the sky.
meat	The meat was cooked perfectly.
bone	The dog buried a bone in the yard.
inner	Her inner strength helped her.
gate	Please close the gate behind you.
valuable	This old watch is very valuable.
tone	Her tone sounded angry.
forever	They promised to be friends forever.
busy	She is busy with her homework.
captain	The captain guided the ship safely.
fantastic	We had a fantastic time at the party.
imagine	Imagine a world without war.
heating	The heating is broken in winter.
leg	She hurt her leg while running.
neck	He wore a scarf around his neck.
wing	The bird broke its wing.
taste	This soup has a strange taste.
commit	Never commit to a bad deal.
tiny	A tiny spider sat on the leaf.
gap	There is a gap in the fence.
tube	The toothpaste tube is empty.
belt	He tightened his belt before dinner.
jacket	My jacket is too warm today.
proud	She felt proud of her son.
disaster	The flood was a total disaster.
instructor	The instructor taught us to swim.
giant	The giant tree blocked the sun.
alarm	The alarm rang at six.
usual	He took his usual seat.
angle	The photo shows a nice angle.
worst	This is the worst day ever.
convert	Please convert the file to PDF.
possibility	There is a possibility of rain today.
dangerous	That road is dangerous at night.
garage	The car is in the garage.
exciting	The movie was really exciting.
unfortunately	Unfortunately, we missed the bus.
pleasure	It was a pleasure to meet you.
honor	It is an honor to serve you.
pants	These pants are too long.
nurse	The nurse checked my temperature.
prayer	She said a prayer before dinner.
appointment	I have a dentist appointment at three.
hurricane	The hurricane damaged many homes.
quiet	The library is very quiet.
luck	Good luck on your test.
producer	The producer approved the new show.
cheese	I like cheese on my sandwich.
carefully	Please handle the glass carefully.
underground	The subway runs underground.
principle	Honesty is a basic principle.
gang	The gang met behind the old school.
appearance	Her appearance changed after the haircut.
smoke	We saw smoke rising from the hill.
cake	She baked a chocolate cake for us.
apart	The two brothers live far apart.
fellow	That fellow always helps the neighbors.
blind	He is blind in one eye.
mad	The crowd went mad at the goal.
strongly	I strongly believe in your plan.
cafe	We had coffee at the corner cafe.
horror	The horror movie scared the kids.
familiar	Her voice sounds familiar to me.
capable	He is capable of finishing the job.
till	Wait here till I come back.
pen	Please sign your name with this pen.
shoe	My left shoe has a hole.
victory	Their victory surprised everyone.
sand	The children built a castle in the sand.
joy	Her smile brought us great joy.
